ward,type,location,year,est_cost,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2,id,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate,geometry,total_length_2003,intersect_length_2003
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,02004,4,1077072.09542,5559.51317719,2,"c(-87.6759383745113, -87.6776928386892, 41.8998477803162, 41.8996858929313)",17120.481204020765,146.3181799658864
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,02005,5,1312598.56603,5124.93243686,2,"c(-87.6628879665053, -87.6668840667251, 41.9010510997504, 41.9006827990866)",17120.481204020765,333.25386308594307
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,02014,14,1423449.65237,5605.71061096,2,"c(-87.6795999969501, -87.6820410154441, 41.899509884981, 41.8992845606444)",17120.481204020765,203.57754942181074
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,02017,17,1988543.04627,7971.24789549,2,"c(-87.6820410154441, -87.68447899314, 41.8992845606444, 41.8990594638113)",17120.481204020765,203.32538521838376
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,02021,21,1337008.96705,6280.90237694,2,"c(-87.6776928386892, -87.6795999969501, 41.8996858929313, 41.899509884981)",17120.481204020765,159.05334844429893
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27019,19,1516904.906,4982.25664113,27,"list(c(-87.7181626212059, -87.7184714492155, 41.8959440366181, 41.8959154259101), c(-87.7187673516679, -87.7224169817252, 41.8958880118624, 41.8955498254524))",17120.481204020765,330.1677617301681
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27022,22,1021516.03221,4649.4723752,27,"list(c(-87.7151185548805, -87.7181626212059, 41.896226001964, 41.8959440366181), c(-87.7184714492155, -87.7187673516679, 41.8959154259101, 41.8958880118624))",17120.481204020765,278.5777904755317
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27003,3,1435872.99158,5978.77422283,27,"c(-87.7126864115552, -87.7151185548805, 41.8964512266297, 41.896226001964)",17120.481204020765,202.85680302891782
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27005,5,3873720.77477,11093.468293,27,"c(-87.7039958216747, -87.7126864115552, 41.8972555722597, 41.8964512266297)",17120.481204020765,724.8408586912095
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27006,6,3535434.78005,11125.4685559,27,"list(c(-87.6480319833165, -87.6498693114408, 41.9024190496706, 41.902249974072), c(-87.6431890726049, -87.6471167744902, 41.9028645619835, 41.9025032582486))",17120.481204020765,480.7476745230469
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27013,13,2015668.41269,8295.42001928,27,"c(-87.6610839853047, -87.6628879665053, 41.901217316938, 41.9010510997504)",17120.481204020765,150.441339997275
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27035,35,15015510.6959,17154.1424653,27,"c(-87.6498693114408, -87.6610839853047, 41.902249974072, 41.901217316938)",17120.481204020765,935.2197694582691
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27021,21,2211236.90317,7035.45489135,27,"c(-87.6471167744902, -87.6480319833165, 41.9025032582486, 41.9024190496706)",17120.481204020765,76.31981960888388
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,27048,48,4148927.16643,8424.67190592,27,"c(-87.6374657, -87.6431890726049, 41.9033908, 41.9028645619835)",17120.481204020765,477.2655513022376
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,28038,38,3838890.14884,9216.87792167,28,"c(-87.741044773778, -87.745754647528, 41.893821858653, 41.8933844657999)",17120.481204020765,392.86820226243367
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,29033,33,1781014.12294,5549.81852551,29,"c(-87.7678158602831, -87.7700076931304, 41.8913330607183, 41.891129011061)",17120.481204020765,182.84256373976427
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,29035,35,1699251.27178,6646.77174622,29,"c(-87.7652663636459, -87.7678158602831, 41.8915703531723, 41.8913330607183)",17120.481204020765,212.67738603166862
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,29026,26,1990485.83774,5617.82556005,29,"c(-87.7700076931304, -87.7749953760999, 41.891129011061, 41.8906645203007)",17120.481204020765,416.07656652869395
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37003,3,7868410.6122,16393.5193769,37,"c(-87.7260757244815, -87.7388250850788, 41.8952106750458, 41.8940279261617)",17120.481204020765,1063.438057011632
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37009,9,1824810.28508,9079.28795937,37,"c(-87.759237489126, -87.7605344977797, 41.8921312547219, 41.8920106138543)",17120.481204020765,108.19353827570976
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37013,13,1776312.70157,6000.15164519,37,"c(-87.7224169817252, -87.7260757244815, 41.8955498254524, 41.8952106750458)",17120.481204020765,305.17244838291606
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37017,17,1605360.67401,5095.39824225,37,"c(-87.7548976760497, -87.759237489126, 41.8925348116988, 41.8921312547219)",17120.481204020765,362.0144532580917
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37027,27,1775655.51892,7345.79897496,37,"c(-87.745754647528, -87.7484047372487, 41.8933844657999, 41.8931382721116)",17120.481204020765,221.05627088586877
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37030,30,2009648.08564,6166.33569495,37,"c(-87.7484047372487, -87.7506347795371, 41.8931382721116, 41.8929310522083)",17120.481204020765,186.0194874906636
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37034,34,1774511.79485,6314.9013821,37,"c(-87.7506347795371, -87.7548976760497, 41.8929310522083, 41.8925348116988)",17120.481204020765,355.59384697018766
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,1528,37037,37,1811618.93354,7298.05060685,37,"c(-87.7605344977797, -87.7652663636459, 41.8920106138543, 41.8915703531723)",17120.481204020765,394.7250503018867
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,06022,22,2074184.10243,7175.92224302,6,"c(-87.660029390236, -87.6600129388862, 41.7645107067757, 41.7640556215027)",12227.740387434884,50.621645365289105
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,06021,21,2259817.56386,6840.49363706,6,"list(c(-87.6600622089652, -87.660029390236, 41.7654185351975, 41.7645107067757), c(-87.6601774183483, -87.6601115887273, 41.768605242233, 41.7667844248404))",12227.740387434884,303.5223349589223
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16005,5,3403945.7604,7951.46803865,16,"c(-87.6609670332307, -87.6607695630658, 41.7904375746175, 41.7849790487827)",12227.740387434884,607.1821015378266
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16010,10,2620006.6518,8635.42472492,16,"c(-87.6610902608819, -87.6609670332307, 41.7938433968556, 41.7904375746175)",12227.740387434884,378.84851525331635
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16031,31,2418320.49772,6344.94071232,16,"c(-87.6607695630658, -87.6606381026511, 41.7849790487827, 41.7813446674344)",12227.740387434884,404.27237275446623
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16034,34,2718349.1676,7625.21398409,16,"c(-87.6606381026511, -87.6604406255111, 41.7813446674344, 41.7758843996418)",12227.740387434884,607.375806493283
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16029,29,2934116.42249,9938.50128471,16,"c(-87.6603255447567, -87.6602432150749, 41.7727019732999, 41.7704250464682)",12227.740387434884,253.27515292383356
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,16033,33,1979116.35055,6300.33125637,16,"c(-87.6604406255111, -87.6603255447567, 41.7758843996418, 41.7727019732999)",12227.740387434884,353.9988778339098
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,17013,13,4751532.66911,10940.0951165,17,"c(-87.6602432150749, -87.6601774183483, 41.7704250464682, 41.768605242233)",12227.740387434884,202.42687592840548
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,17023,23,1744393.52093,5279.32449414,17,"c(-87.6599800861536, -87.6598484997195, 41.7631468138484, 41.7595064700831)",12227.740387434884,404.93550517888497
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,17026,26,4312368.63177,11697.0479123,17,"c(-87.6598484997195, -87.6597170403543, 41.7595064700831, 41.7558692290735)",12227.740387434884,404.59035189547785
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,17027,27,2256342.77198,8025.44709289,17,"c(-87.6597170403543, -87.6595052225264, 41.7558692290735, 41.7500077481662)",12227.740387434884,652.0047720339389
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,17035,35,2514895.1558,9821.53001512,17,"list(c(-87.6600129388862, -87.6599800861536, 41.7640556215027, 41.7631468138484), c(-87.6601115887273, -87.6600622089652, 41.7667844248404, 41.7654185351975))",12227.740387434884,253.02713094786796
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,19028,28,4643556.24807,12290.3023726,19,"c(-87.657877680015, -87.65777399812, 41.7049342040533, 41.7020606692005)",12227.740387434884,319.6389136385642
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,20017,17,3548686.29493,8603.36692464,20,"c(-87.661485540174, -87.6613623857184, 41.8047658637993, 41.8013632251953)",12227.740387434884,378.4944289175797
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,20021,21,6338317.12246,11106.4269529,20,"c(-87.6613623857184, -87.6610902608819, 41.8013632251953, 41.7938433968556)",12227.740387434884,836.4723050848548
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,20015,15,5533841.87508,10781.9669182,20,"c(-87.6615553, -87.661485540174, 41.8066931, 41.8047658637993)",12227.740387434884,214.37721490481292
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21001,1,3252863.97652,7695.2041417,21,"c(-87.6584674989795, -87.6582056346832, 41.7212760988598, 41.7140217481475)",12227.740387434884,806.9410221659548
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21008,8,1762193.20081,5637.87186396,21,"c(-87.6587965949792, -87.6587309281602, 41.730390627007, 41.7285721482597)",12227.740387434884,202.27934291185886
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21022,22,1763695.1971,5314.60180829,21,"c(-87.6585989044279, -87.6584674989795, 41.7249157686287, 41.7212760988598)",12227.740387434884,404.8603577144091
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21030,30,1411042.33405,6626.37861229,21,"c(-87.6595052225264, -87.6594540276444, 41.7500077481662, 41.7485909086824)",12227.740387434884,157.60284495203484
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21032,32,1981274.54041,5969.51578756,21,"c(-87.6589937776227, -87.6587965949792, 41.7358504895484, 41.730390627007)",12227.740387434884,607.3304152510045
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21042,42,1991319.85834,5984.37413623,21,"c(-87.6587309281602, -87.6585989044279, 41.7285721482597, 41.7249157686287)",12227.740387434884,406.71910376150305
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21047,47,1537830.89005,4971.97866902,21,"c(-87.6594540276444, -87.6593225626189, 41.7485909086824, 41.7449522732269)",12227.740387434884,404.74541375967254
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21048,48,1980719.27729,6632.67972,21,"c(-87.659125287615, -87.6589937776227, 41.7394914018441, 41.7358504895484)",12227.740387434884,404.99863749473445
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,21052,52,2492528.91583,6746.05362427,21,"c(-87.6593225626189, -87.659125287615, 41.7449522732269, 41.7394914018441)",12227.740387434884,607.4426967358398
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,34049,49,5604886.35736,11877.8224883,34,"c(-87.6582056346832, -87.657877680015, 41.7140217481475, 41.7049342040533)",12227.740387434884,1010.8570338549682
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,34019,19,10237489.0792,22409.5511739,34,"c(-87.6576800963045, -87.6576052071192, 41.6994579666898, 41.6973820914149)",12227.740387434884,230.91088630390706
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,911,34047,47,3445868.18237,9885.11346507,34,"c(-87.6576052071192, -87.657583, 41.6973820914149, 41.6967665)",12227.740387434884,68.47557691903913
