"ward","type","location","year","est_cost","temp_id","intersection_1","intersection_2","intersection_3","intersection_4"
1,"Alley Resurfacing Menu","W LE MOYNE ST & N DAMEN AVE & W PIERCE AVE & N HOYNE AVE",2018,37924.7,100,"N DAMEN AVE & W LE MOYNE ST","N HOYNE AVE & W LE MOYNE ST","N DAMEN AVE & W PIERCE AVE","N HOYNE AVE & W PIERCE AVE"
1,"Alley Resurfacing Menu","W ARMITAGE AVE & N BINGHAM ST & W FRANCIS PL & N MILWAUKEE AV",2018,96085.28,101,"N BINGHAM ST & W ARMITAGE AVE","N MILWAUKEE AV & W ARMITAGE AVE","N BINGHAM ST & W FRANCIS PL","N MILWAUKEE AV & W FRANCIS PL"
1,"Alley Resurfacing Menu (1-1)","W OHIO ST & N DAMEN AVE & W RACE AVE & N WOLCOTT AVE",2019,17652.5,102,"N DAMEN AVE & W OHIO ST","N WOLCOTT AVE & W OHIO ST","N DAMEN AVE & W RACE AVE","N WOLCOTT AVE & W RACE AVE"
1,"Alley Resurfacing Menu","N WHIPPLE ST & W BLOOMINGDALE AVE & N HUMBOLDT BLVD & W CORTLAND ST",2019,37557.28,103,"N WHIPPLE ST & W BLOOMINGDALE AVE","N HUMBOLDT BLVD & W BLOOMINGDALE AVE","N WHIPPLE ST & W CORTLAND ST","N HUMBOLDT BLVD & W CORTLAND ST"
1,"Alley Resurfacing Menu","N ROCKWELL ST & W CORTLAND ST & N TALMAN AVE & W BLOOMINGDALE AVE",2019,70987.02,104,"N ROCKWELL ST & W CORTLAND ST","N TALMAN AVE & W CORTLAND ST","N ROCKWELL ST & W BLOOMINGDALE AVE","N TALMAN AVE & W BLOOMINGDALE AVE"
1,"Alley Resurfacing Menu (1-1)","W ARMITAGE AVE & N LAWNDALE AVE & N MONTICELLO AVE & W CORTLAND ST",2020,46772.18,105,"N LAWNDALE AVE & W ARMITAGE AVE","N MONTICELLO AVE & W ARMITAGE AVE","N LAWNDALE AVE & W CORTLAND ST","N MONTICELLO AVE & W CORTLAND ST"
1,"Alley Resurfacing Menu","N WOOD ST & W GRAND AVE & W OHIO ST & N HARTLAND CT",2020,18405.6,106,"N WOOD ST & W GRAND AVE","N HARTLAND CT & W GRAND AVE","N WOOD ST & W OHIO ST","N HARTLAND CT & W OHIO ST"
1,"Alley Resurfacing Menu","W CHICAGO AVE & N WOOD ST & N HERMITAGE AVE & W PEARSON ST",2020,29975.41,107,"N WOOD ST & W CHICAGO AVE","N HERMITAGE AVE & W CHICAGO AVE","N WOOD ST & W PEARSON ST","N HERMITAGE AVE & W PEARSON ST"
1,"Alley Resurfacing Menu","N WOOD ST & W AUGUSTA BLVD & W CORTEZ ST & N HERMITAGE AVE",2020,43079.06,108,"N WOOD ST & W AUGUSTA BLVD","N HERMITAGE AVE & W AUGUSTA BLVD","N WOOD ST & W CORTEZ ST","N HERMITAGE AVE & W CORTEZ ST"
1,"Alley Resurfacing Menu","N RICHMOND ST & W WABANSIA AVE & W BLOOMINGDALE AVE & N FRANCISCO AVE",2020,30377.56,109,"N RICHMOND ST & W WABANSIA AVE","N FRANCISCO AVE & W WABANSIA AVE","N RICHMOND ST & W BLOOMINGDALE AVE","N FRANCISCO AVE & W BLOOMINGDALE AVE"
1,"Alley Resurfacing Menu","N ELK GROVE AVE & N WOOD ST & N HONORE ST & N MILWAUKEE AVE",2022,34361.5,110,"N ELK GROVE AVE & N MILWAUKEE AVE","N WOOD ST & N MILWAUKEE AVE","N HONORE ST & N MILWAUKEE AVE","NA"
1,"Alley Resurfacing Menu","W DIVISION ST & N WOOD ST & N HONORE ST & W HADDON AVE",2022,7273.67,111,"N WOOD ST & W DIVISION ST","N HONORE ST & W DIVISION ST","N WOOD ST & W HADDON AVE","N HONORE ST & W HADDON AVE"
1,"Concrete Alley Menu","W ARMITAGE AVE & N WHIPPLE ST & N ALBANY AVE & W CORTLAND ST",2022,320000,112,"N WHIPPLE ST & W ARMITAGE AVE","N ALBANY AVE & W ARMITAGE AVE","N WHIPPLE ST & W CORTLAND ST","N ALBANY AVE & W CORTLAND ST"
2,"Alley Resurface Menu","S MICHIGAN AV & S WABASH AV & W 25 ST & W 26 ST",2005,15580,113,"S MICHIGAN AV & W 25th ST","S WABASH AV & W 25th ST","S MICHIGAN AV & W 26th ST","S WABASH AV & W 26th ST"
2,"Alley Resurface Menu","W JACKSON BV & W ADAMS ST & N GREEN ST & N PEORIA ST",2005,11570,114,"N GREEN ST & W JACKSON BV","N PEORIA ST & W JACKSON BV","N GREEN ST & W ADAMS ST","N PEORIA ST & W ADAMS ST"
2,"Alley Resurface Menu","N RICHMOND ST & N SACRAMENTO AV & W JACKSON BV & W VAN BUREN ST",2005,18578,115,"N RICHMOND ST & W JACKSON BV","N SACRAMENTO AV & W JACKSON BV","N RICHMOND ST & W VAN BUREN ST","N SACRAMENTO AV & W VAN BUREN ST"
2,"Alley Resurface Menu","S SANGAMON ST & S PEORIA ST & W JACKSON BV & W VAN BUREN ST",2005,8297,116,"S SANGAMON ST & W JACKSON BV","S PEORIA ST & W JACKSON BV","S SANGAMON ST & W VAN BUREN ST","S PEORIA ST & W VAN BUREN ST"
2,"Alley Resurface Menu","W TAYLOR ST & S THROOP ST & S LOOMIS ST & W FILLMORE ST",2005,13119,117,"S THROOP ST & W TAYLOR ST","S LOOMIS ST & W TAYLOR ST","S THROOP ST & W FILLMORE ST","S LOOMIS ST & W FILLMORE ST"
2,"Alley Speed Hump Menu","W JACKSON BV & W VAN BUREN ST & S RICHMOND ST & S SACRAMENTO AV",2005,4375,118,"S RICHMOND ST & W JACKSON BV","S SACRAMENTO AV & W JACKSON BV","S RICHMOND ST & W VAN BUREN ST","S SACRAMENTO AV & W VAN BUREN ST"
2,"Alley Speed Hump Menu","W HARRISON ST & W CONGRESS PW & S CAMPBELL AV & S WESTERN AV",2005,3500,119,"S CAMPBELL AV & W HARRISON ST","S WESTERN AV & W HARRISON ST","S CAMPBELL AV & W CONGRESS PW","S WESTERN AV & W CONGRESS PW"
2,"Alley Resurface Menu","W MADISON ST & W WARREN AV & N FRANCISCO AV & N SACRAMENTO AV",2006,15338,120,"N FRANCISCO AV & W MADISON ST","N SACRAMENTO AV & W MADISON ST","N FRANCISCO AV & W WARREN AV","N SACRAMENTO AV & W WARREN AV"
2,"Alley Resurface Menu","W MADISON ST & W WARREN AV & N FRANCISCO AV & N CALIFORNIA AV",2006,16823,121,"N FRANCISCO AV & W MADISON ST","N CALIFORNIA AV & W MADISON ST","N FRANCISCO AV & W WARREN AV","N CALIFORNIA AV & W WARREN AV"
2,"Alley Resurface Menu","S WESTERN AV & S CLAREMONT AV & W FLOURNOY ST & W POLK ST",2006,19397,122,"S WESTERN AV & W FLOURNOY ST","S CLAREMONT AV & W FLOURNOY ST","S WESTERN AV & W POLK ST","S CLAREMONT AV & W POLK ST"
2,"Alley Resurface Menu","S WESTERN AV & S CAMPBELL AV & W FLOURNOY ST & W HARRISON ST",2006,23336,123,"S WESTERN AV & W FLOURNOY ST","S CAMPBELL AV & W FLOURNOY ST","S WESTERN AV & W HARRISON ST","S CAMPBELL AV & W HARRISON ST"
2,"Alley Resurface Menu","W ADAMS ST & W MONROE ST & S MORGAN ST & S ABERDEEN ST",2006,22671,124,"S MORGAN ST & W ADAMS ST","S ABERDEEN ST & W ADAMS ST","S MORGAN ST & W MONROE ST","S ABERDEEN ST & W MONROE ST"
2,"Alley Speed Hump Menu","S ASHLAND AV & S PAULINA ST & W ADAMS ST & W JACKSON BV",2006,1000,125,"S ASHLAND AV & W ADAMS ST","S PAULINA ST & W ADAMS ST","S ASHLAND AV & W JACKSON BV","S PAULINA ST & W JACKSON BV"
2,"Alley Speed Hump Menu","S FRANCISCO AV & S MOZART ST & W JACKSON BV & W VAN BUREN ST",2006,2000,126,"S FRANCISCO AV & W JACKSON BV","S MOZART ST & W JACKSON BV","S FRANCISCO AV & W VAN BUREN ST","S MOZART ST & W VAN BUREN ST"
2,"Alley Speed Hump Menu","S INDIANA AV & S MICHIGAN AV & W 16 ST & W 18 ST",2006,1000,127,"S INDIANA AV & W 16th ST","S MICHIGAN AV & W 16th ST","S INDIANA AV & W 18th ST","S MICHIGAN AV & W 18th ST"
2,"Alley Resurface Menu","W WARREN AV & W WASHINGTON & S SACRAMENTO AV & S FRANCISCO AV",2007,8519,128,"S SACRAMENTO AV & W WARREN AV","S FRANCISCO AV & W WARREN AV","S SACRAMENTO AV & W WASHINGTON","S FRANCISCO AV & W WASHINGTON"
2,"Alley Resurface Menu","N HOYNE AV & N LEAVITT ST & W WASHINGTON & W WARREN AV",2007,19373,129,"N HOYNE AV & W WASHINGTON","N LEAVITT ST & W WASHINGTON","N HOYNE AV & W WARREN AV","N LEAVITT ST & W WARREN AV"
2,"Alley Resurface Menu","N CAMPBELL AV & N TALMAN AV & W WASHINGTON & W WARREN AV",2007,22050,130,"N CAMPBELL AV & W WASHINGTON","N TALMAN AV & W WASHINGTON","N CAMPBELL AV & W WARREN AV","N TALMAN AV & W WARREN AV"
2,"Alley Resurface Menu","S BELL AV & S LEAVITT ST & W ADAMS ST & W MONROE ST",2007,18119,131,"S BELL AV & W ADAMS ST","S LEAVITT ST & W ADAMS ST","S BELL AV & W MONROE ST","S LEAVITT ST & W MONROE ST"
2,"Alley Resurface Menu","S OAKLEY AV & S WESTERN AV & W ADAMS ST & W WILCOX ST",2007,11044,132,"S OAKLEY AV & W ADAMS ST","S WESTERN AV & W ADAMS ST","S OAKLEY AV & W WILCOX ST","S WESTERN AV & W WILCOX ST"
2,"Alley Resurface Menu","N ALBANY AV & W LAKE ST & N SACRAMENTO AV & W WASHINGTON",2007,31317,133,"N ALBANY AV & W LAKE ST","N SACRAMENTO AV & W LAKE ST","N ALBANY AV & W WASHINGTON","N SACRAMENTO AV & W WASHINGTON"
2,"Alley Resurface Menu","S WESTERN AV & W HARRISON ST & S OAKLEY AV & W FLOURNOY ST",2007,21344,134,"S WESTERN AV & W HARRISON ST","S OAKLEY AV & W HARRISON ST","S WESTERN AV & W FLOURNOY ST","S OAKLEY AV & W FLOURNOY ST"
2,"Alley Resurface Menu","S WESTERN AV & W LAKE ST & S OAKLEY AV & W MAYPOLE AV",2007,8145,135,"S WESTERN AV & W LAKE ST","S OAKLEY AV & W LAKE ST","S WESTERN AV & W MAYPOLE AV","S OAKLEY AV & W MAYPOLE AV"
2,"Alley Speed Hump Menu","N ALBANY AV & N SACRAMENTO AV & W LAKE ST & W WALNUT ST",2007,1000,136,"N ALBANY AV & W LAKE ST","N SACRAMENTO AV & W LAKE ST","N ALBANY AV & W WALNUT ST","N SACRAMENTO AV & W WALNUT ST"
2,"Alley Speed Hump Menu","S BELL AV & S LEAVITT ST & W JACKSON BV & W ADAMS ST",2007,1500,137,"S BELL AV & W JACKSON BV","S LEAVITT ST & W JACKSON BV","S BELL AV & W ADAMS ST","S LEAVITT ST & W ADAMS ST"
2,"Alley Speed Hump Menu","S OAKLEY AV & S WESTERN AV & W JACKSON BV & W ADAMS ST",2007,2000,138,"S OAKLEY AV & W JACKSON BV","S WESTERN AV & W JACKSON BV","S OAKLEY AV & W ADAMS ST","S WESTERN AV & W ADAMS ST"
2,"Alley Speed Hump Menu","S LEAVITT ST & S OAKLEY AV & W MADISON ST & W MONROE ST",2007,1500,139,"S LEAVITT ST & W MADISON ST","S OAKLEY AV & W MADISON ST","S LEAVITT ST & W MONROE ST","S OAKLEY AV & W MONROE ST"
2,"Alley Speed Hump Menu","S OAKLEY AV & S WESTERN AV & W MADISON ST & W MONROE ST",2007,500,140,"S OAKLEY AV & W MADISON ST","S WESTERN AV & W MADISON ST","S OAKLEY AV & W MONROE ST","S WESTERN AV & W MONROE ST"
2,"Alley Speed Hump Menu","S HOYNE AV & S LEAVITT ST & W MADISON ST & W MONROE ST",2007,1500,141,"S HOYNE AV & W MADISON ST","S LEAVITT ST & W MADISON ST","S HOYNE AV & W MONROE ST","S LEAVITT ST & W MONROE ST"
2,"Alley Speed Hump Menu","S ROCKWELL & S WASHTENAW AV & W MADISON ST & W MONROE ST",2007,1000,142,"S ROCKWELL & W MADISON ST","S WASHTENAW AV & W MADISON ST","S ROCKWELL & W MONROE ST","S WASHTENAW AV & W MONROE ST"
2,"Alley Speed Hump Menu","W MADISON ST & W WARREN AV & N LEAVITT ST & N OAKLEY",2007,1000,143,"N LEAVITT ST & W MADISON ST","N OAKLEY & W MADISON ST","N LEAVITT ST & W WARREN AV","N OAKLEY & W WARREN AV"
2,"Alley Speed Hump Menu","W JACKSON BV & W ADAMS ST & S LEAVITT ST & S OAKLEY AV",2007,500,144,"S LEAVITT ST & W JACKSON BV","S OAKLEY AV & W JACKSON BV","S LEAVITT ST & W ADAMS ST","S OAKLEY AV & W ADAMS ST"
2,"Alley Speed Hump Menu","W JACKSON BV & W ADAMS ST & S HAMILTON AV & S HOYNE AV",2007,500,145,"S HAMILTON AV & W JACKSON BV","S HOYNE AV & W JACKSON BV","S HAMILTON AV & W ADAMS ST","S HOYNE AV & W ADAMS ST"
2,"Alley Speed Hump Menu","S LAFLIN ST & S ASHLAND AV & W FILLMORE ST & W TAYLOR ST",2007,1500,146,"S LAFLIN ST & W FILLMORE ST","S ASHLAND AV & W FILLMORE ST","S LAFLIN ST & W TAYLOR ST","S ASHLAND AV & W TAYLOR ST"
2,"Alley Speed Hump Menu","W WASHINGTON & W WARREN AV & N LEAVITT ST & N OAKLEY AV",2007,1000,147,"N LEAVITT ST & W WASHINGTON","N OAKLEY AV & W WASHINGTON","N LEAVITT ST & W WARREN AV","N OAKLEY AV & W WARREN AV"
2,"Alley Speed Hump Menu","W WASHINGTON & W WARREN AV & N SACRAMENTO AV & N ALBANY AV",2007,1000,148,"N SACRAMENTO AV & W WASHINGTON","N ALBANY AV & W WASHINGTON","N SACRAMENTO AV & W WARREN AV","N ALBANY AV & W WARREN AV"
2,"Alley Speed Hump Menu","W MADISON ST & W WARREN AV & N SACRAMENTO AV & N ALBANY AV",2007,1000,149,"N SACRAMENTO AV & W MADISON ST","N ALBANY AV & W MADISON ST","N SACRAMENTO AV & W WARREN AV","N ALBANY AV & W WARREN AV"
2,"Alley Speed Hump Menu","W MADISON ST & W WARREN AV & N HOYNE AV & N LEAVITT ST",2007,1000,150,"N HOYNE AV & W MADISON ST","N LEAVITT ST & W MADISON ST","N HOYNE AV & W WARREN AV","N LEAVITT ST & W WARREN AV"
2,"Alley Speed Hump Menu","S MOZART ST & S CALIFORNIA AV & W WASHINGTON & W LAKE ST",2007,1000,151,"S MOZART ST & W WASHINGTON","S CALIFORNIA AV & W WASHINGTON","S MOZART ST & W LAKE ST","S CALIFORNIA AV & W LAKE ST"
2,"Alley Speed Hump Menu","S FRANCISCO AV & S MOZART ST & W WASHINGTON & W LAKE ST",2007,1500,152,"S FRANCISCO AV & W WASHINGTON","S MOZART ST & W WASHINGTON","S FRANCISCO AV & W LAKE ST","S MOZART ST & W LAKE ST"
2,"Alley Speed Hump Menu","S SACRAMENTO AV & S FRANCISCO AV & W WASHINGTON & W LAKE ST",2007,500,153,"S SACRAMENTO AV & W WASHINGTON","S FRANCISCO AV & W WASHINGTON","S SACRAMENTO AV & W LAKE ST","S FRANCISCO AV & W LAKE ST"
2,"Alley Speed Hump Menu","S CAMPBELL AV & S ROCKWELL & W MADISON ST & W MONROE ST",2007,1000,154,"S CAMPBELL AV & W MADISON ST","S ROCKWELL & W MADISON ST","S CAMPBELL AV & W MONROE ST","S ROCKWELL & W MONROE ST"
2,"Alley Speed Hump Menu","N WESTERN AV & N OAKLEY & W HARRISON ST & W FLOURNOY ST",2007,1000,155,"N WESTERN AV & W HARRISON ST","N OAKLEY & W HARRISON ST","N WESTERN AV & W FLOURNOY ST","N OAKLEY & W FLOURNOY ST"
2,"Alley Speed Hump Menu","N WESTERN AV & N OAKLEY & W LAKE ST & W MAPLE ST",2007,500,156,"N WESTERN AV & W LAKE ST","N OAKLEY & W LAKE ST","N WESTERN AV & W MAPLE ST","N OAKLEY & W MAPLE ST"
2,"Alley Speed Hump Menu","W JACKSON BV & W ADAMS ST & S HAMILTON AV & S LEAVITT ST",2007,1000,157,"S HAMILTON AV & W JACKSON BV","S LEAVITT ST & W JACKSON BV","S HAMILTON AV & W ADAMS ST","S LEAVITT ST & W ADAMS ST"
2,"Alley Speed Hump Menu","W WASHINGTON & W WARREN AV & N DAMEN AV & N HOYNE AV",2007,1000,158,"N DAMEN AV & W WASHINGTON","N HOYNE AV & W WASHINGTON","N DAMEN AV & W WARREN AV","N HOYNE AV & W WARREN AV"
2,"Concrete Alley Menu","W FILLMORE ST & W GRENSHAW ST & S THROOP ST & S LOOMIS ST",2007,141000,159,"S THROOP ST & W FILLMORE ST","S LOOMIS ST & W FILLMORE ST","S THROOP ST & W GRENSHAW ST","S LOOMIS ST & W GRENSHAW ST"
2,"Alley Resurface Menu","S WABASH AV & S MICHIGAN AV & E 23 ST & E 24 ST",2008,23655,160,"S WABASH AV & E 23rd ST","S MICHIGAN AV & E 23rd ST","S WABASH AV & E 24th ST","S MICHIGAN AV & E 24th ST"
2,"Alley Resurface Menu","E ST & E ST & E ST & E ST",2008,8603,161,"NA","NA","NA","NA"
2,"Alley Resurface Menu","W MONROE ST & W WILCOX ST & S WASHTENAW AV & S ROCKWELL",2008,22590,162,"S WASHTENAW AV & W MONROE ST","S ROCKWELL & W MONROE ST","S WASHTENAW AV & W WILCOX ST","S ROCKWELL & W WILCOX ST"
2,"Alley Resurface Menu","S INDIANA AV & W CULLERTON ST & S MICHIGAN AV & W 18 ST",2008,33862,163,"S INDIANA AV & W CULLERTON ST","S MICHIGAN AV & W CULLERTON ST","S INDIANA AV & W 18th ST","S MICHIGAN AV & W 18th ST"
2,"Alley Speed Hump Menu","W ROOSEVELT RD & W GRENSHAW ST & S LOOMIS ST & S THROOP ST",2008,1050,164,"S LOOMIS ST & W ROOSEVELT RD","S THROOP ST & W ROOSEVELT RD","S LOOMIS ST & W GRENSHAW ST","S THROOP ST & W GRENSHAW ST"
2,"Alley Speed Hump Menu","W ROOSEVELT RD & W WASHBURNE AV & S RACINE AV & S BLUE ISLAND AV",2008,1500,165,"S RACINE AV & W ROOSEVELT RD","S BLUE ISLAND AV & W ROOSEVELT RD","S RACINE AV & W WASHBURNE AV","S BLUE ISLAND AV & W WASHBURNE AV"
2,"Alley Speed Hump Menu","W WASHINGTON & W WARREN AV & S OAKLEY AV & S WESTERN AV",2008,500,166,"S OAKLEY AV & W WASHINGTON","S WESTERN AV & W WASHINGTON","S OAKLEY AV & W WARREN AV","S WESTERN AV & W WARREN AV"
2,"Alley Speed Hump Menu","S RACINE AV & S ABERDEEN ST & W ADAMS ST & W MONROE ST",2008,1500,167,"S RACINE AV & W ADAMS ST","S ABERDEEN ST & W ADAMS ST","S RACINE AV & W MONROE ST","S ABERDEEN ST & W MONROE ST"
2,"Alley Speed Hump Menu","S OAKLEY AV & S CLAREMONT AV & W FLOURNOY ST & W POLK ST",2008,500,168,"S OAKLEY AV & W FLOURNOY ST","S CLAREMONT AV & W FLOURNOY ST","S OAKLEY AV & W POLK ST","S CLAREMONT AV & W POLK ST"
2,"Alley Speed Hump Menu","W MAYPOLE AV & W RANDOLPH L ST & N SEELEY AV & N HOYNE AV",2008,1000,169,"N SEELEY AV & W MAYPOLE AV","N HOYNE AV & W MAYPOLE AV","N SEELEY AV & W RANDOLPH L ST","N HOYNE AV & W RANDOLPH L ST"
2,"Alley Resurface Menu","W ADAMS ST & W MONROE ST & S CANAL ST & S CLINTON ST",2010,13571,170,"S CANAL ST & W ADAMS ST","S CLINTON ST & W ADAMS ST","S CANAL ST & W MONROE ST","S CLINTON ST & W MONROE ST"
2,"Alley Resurface Menu","S ASHLAND AV & S PAULINA ST & W TAYLOR ST & W ROOSEVELT RD",2010,9165,171,"S ASHLAND AV & W TAYLOR ST","S PAULINA ST & W TAYLOR ST","S ASHLAND AV & W ROOSEVELT RD","S PAULINA ST & W ROOSEVELT RD"
2,"Alley Speed Hump Menu","W GLADYS AV & W VAN BUREN ST & N HOYNE AV & N HOYNE AV",2010,2100,172,"N HOYNE AV & W GLADYS AV","N HOYNE AV & W VAN BUREN ST","NA","NA"
2,"Miscellaneous-CDOT","W JACKSON BLVD & S ASHLAND AVE & W ADAMS ST & S LAFLIN ST",2010,16957,173,"S ASHLAND AVE & W JACKSON BLVD","S LAFLIN ST & W JACKSON BLVD","S ASHLAND AVE & W ADAMS ST","S LAFLIN ST & W ADAMS ST"
2,"Miscellaneous-CDOT","Installation of 32 decorative baskets -Canal & Clinton & Jefferson & Desplaines",2010,20416,174,"NA","NA","NA","NA"
2,"Alley Resurface Menu","W FILLMORE ST & W TAYLOR ST & S LOOMIS ST & S THROOP ST",2011,8930,175,"S LOOMIS ST & W FILLMORE ST","S THROOP ST & W FILLMORE ST","S LOOMIS ST & W TAYLOR ST","S THROOP ST & W TAYLOR ST"
2,"Concrete Alley Menu","W JACKSON BLVD & W ADAMS ST & S LAFLIN ST & S ASHLAND AVE",2011,98000,176,"S LAFLIN ST & W JACKSON BLVD","S ASHLAND AVE & W JACKSON BLVD","S LAFLIN ST & W ADAMS ST","S ASHLAND AVE & W ADAMS ST"
2,"Alley Resurfacing Menu","W MADISON ST & W MONROE ST & S WESTERN AVE & S CAMPBELL AVE",2012,39539,177,"S WESTERN AVE & W MADISON ST","S CAMPBELL AVE & W MADISON ST","S WESTERN AVE & W MONROE ST","S CAMPBELL AVE & W MONROE ST"
2,"Alley Resurfacing Menu","S MORGAN ST & S SANGAMON ST & W MONROE ST & W ADAMS ST",2012,12736,178,"S MORGAN ST & W MONROE ST","S SANGAMON ST & W MONROE ST","S MORGAN ST & W ADAMS ST","S SANGAMON ST & W ADAMS ST"
2,"Alley Resurfacing Menu","S WABASH AVE & S WABASH AVE & E CERMAK RD & E 23RD ST",2012,2981,179,"S WABASH AVE & E CERMAK RD","S WABASH AVE & E 23RD ST","NA","NA"
2,"Alley Resurfacing Menu","S CANAL ST & W ADAMS ST & S CLINTON ST & W MONROE ST",2013,13571,180,"S CANAL ST & W ADAMS ST","S CLINTON ST & W ADAMS ST","S CANAL ST & W MONROE ST","S CLINTON ST & W MONROE ST"
2,"Alley Resurfacing Menu","W MADISON ST & N CALIFORNIA AVE & W WARREN BLVD & N FRANCISCO AVE",2013,3244,181,"N CALIFORNIA AVE & W MADISON ST","N FRANCISCO AVE & W MADISON ST","N CALIFORNIA AVE & W WARREN BLVD","N FRANCISCO AVE & W WARREN BLVD"
2,"Alley Resurfacing Menu","W FLOURNOY ST & S MAPLEWOOD AVE & W LEXINGTON ST & S CAMPBELL AVE",2013,17799,182,"S MAPLEWOOD AVE & W FLOURNOY ST","S CAMPBELL AVE & W FLOURNOY ST","S MAPLEWOOD AVE & W LEXINGTON ST","S CAMPBELL AVE & W LEXINGTON ST"
2,"Alley Resurfacing Menu (1-1)","W THOMAS ST & N WINCHESTER AVE & W DIVISION ST & N WOLCOTT AVE",2016,37800.2,183,"N WINCHESTER AVE & W THOMAS ST","N WOLCOTT AVE & W THOMAS ST","N WINCHESTER AVE & W DIVISION ST","N WOLCOTT AVE & W DIVISION ST"
2,"Alley Resurfacing Menu","W WABANSIA AVE & N ELSTON AVE & W WILLOW ST & N THROOP ST",2016,18543.98,184,"N ELSTON AVE & W WABANSIA AVE","N THROOP ST & W WABANSIA AVE","N ELSTON AVE & W WILLOW ST","N THROOP ST & W WILLOW ST"
2,"Alley Resurfacing Menu","W OAK ST & N STATE ST & W MAPLE ST & N DEARBORN ST",2016,17893.94,185,"N STATE ST & W OAK ST","N DEARBORN ST & W OAK ST","N STATE ST & W MAPLE ST","N DEARBORN ST & W MAPLE ST"
2,"Alley Resurfacing Menu","W OAK ST & N DEARBORN ST & W MAPLE ST & N CLARK ST",2016,11742.82,186,"N DEARBORN ST & W OAK ST","N CLARK ST & W OAK ST","N DEARBORN ST & W MAPLE ST","N CLARK ST & W MAPLE ST"
2,"Alley Resurfacing Menu","W PIERCE AVE & N ASHLAND AVE & W LE MOYNE ST & N PAULINA ST",2016,36217.06,187,"N ASHLAND AVE & W PIERCE AVE","N PAULINA ST & W PIERCE AVE","N ASHLAND AVE & W LE MOYNE ST","N PAULINA ST & W LE MOYNE ST"
2,"Alley Resurfacing Menu","N PAULINA ST & W NORTH AVE & N WOOD ST & W PIERCE AVE",2016,48837.2,188,"N PAULINA ST & W NORTH AVE","N WOOD ST & W NORTH AVE","N PAULINA ST & W PIERCE AVE","N WOOD ST & W PIERCE AVE"
2,"Alley Resurfacing Menu","N RACINE AVE & W DICKENS AVE & N MAGNOLIA AVE & N CLYBOURN AVE",2016,18120.77,189,"N RACINE AVE & W DICKENS AVE","N MAGNOLIA AVE & W DICKENS AVE","N CLYBOURN AVE & W DICKENS AVE","N RACINE AVE & N CLYBOURN AVE"
2,"Alley Speed Hump Menu","N BURLING ST & W WILLOW ST & N ORCHARD ST & W NORTH AVE",2016,3500,190,"N BURLING ST & W WILLOW ST","N ORCHARD ST & W WILLOW ST","N BURLING ST & W NORTH AVE","N ORCHARD ST & W NORTH AVE"
2,"Concrete Alley Menu","W GOETHE ST & N STATE PKWY & W DIVISION ST & N DEARBORN ST",2016,283000,191,"N STATE PKWY & W GOETHE ST","N DEARBORN ST & W GOETHE ST","N STATE PKWY & W DIVISION ST","N DEARBORN ST & W DIVISION ST"
2,"Miscellaneous CDOT Projects","N ASHLAND AVE & W THOMAS ST & N MILWAUKEE AVE & W CORTEZ ST",2016,5900,192,"N ASHLAND AVE & W THOMAS ST","N MILWAUKEE AVE & W THOMAS ST","N ASHLAND AVE & W CORTEZ ST","N MILWAUKEE AVE & W CORTEZ ST"
2,"Alley Resurfacing Menu","N RACINE AVE & W DICKENS AVE & N MAGNOLIA AVE & N CLYBOURN AVE",2017,42229.01,193,"N RACINE AVE & W DICKENS AVE","N MAGNOLIA AVE & W DICKENS AVE","N CLYBOURN AVE & W DICKENS AVE","N RACINE AVE & N CLYBOURN AVE"
2,"Alley Resurfacing Menu","N SOUTHPORT AVE & W WEBSTER AVE & N CLYBOURN AVE & N WAYNE AVE",2017,24693.66,194,"N SOUTHPORT AVE & W WEBSTER AVE","N CLYBOURN AVE & W WEBSTER AVE","N WAYNE AVE & W WEBSTER AVE","N SOUTHPORT AVE & N CLYBOURN AVE"
2,"Alley Resurfacing Menu","W GOETHE ST & N STATE PKWY & W SCHILLER ST & N DEARBORN ST",2017,27368.28,195,"N STATE PKWY & W GOETHE ST","N DEARBORN ST & W GOETHE ST","N STATE PKWY & W SCHILLER ST","N DEARBORN ST & W SCHILLER ST"
2,"Alley Resurfacing Menu","W FULLERTON AVE & N LAKEWOOD AVE & N WAYNE AVE & W BELDEN",2020,15842.16,196,"N LAKEWOOD AVE & W FULLERTON AVE","N WAYNE AVE & W FULLERTON AVE","N LAKEWOOD AVE & W BELDEN","N WAYNE AVE & W BELDEN"
2,"Alley Resurfacing Menu","N RACINE AVE & W WEBSTER AVE & W DICKENS AVE & N MAGNOLIA AVE",2022,34750,197,"N RACINE AVE & W WEBSTER AVE","N MAGNOLIA AVE & W WEBSTER AVE","N RACINE AVE & W DICKENS AVE","N MAGNOLIA AVE & W DICKENS AVE"
2,"Alley Resurfacing Menu","N SOUTHPORT AVE & W FULLERTON AVE & W ALTGELD ST & N JANSSEN AVE",2022,41551.85,198,"N SOUTHPORT AVE & W FULLERTON AVE","N JANSSEN AVE & W FULLERTON AVE","N SOUTHPORT AVE & W ALTGELD ST","N JANSSEN AVE & W ALTGELD ST"
