"ward","type","location","year","est_cost","id","main_street","from_street","to_street","from_intersection","to_intersection"
1,"Sidewalk Menu","ON W SUPERIOR ST FROM N WOLCOTT AVE (1900 W) TO N DAMEN AVE (2000 W)",2015,1092,610,"W SUPERIOR ST","N WOLCOTT AVE ","N DAMEN AVE ","W SUPERIOR ST and N WOLCOTT AVE ","W SUPERIOR ST and N DAMEN AVE "
1,"Sidewalk Menu","ON W CORTEZ ST FROM N PAULINA ST (1700 W) TO N HERMITAGE AVE (1740 W)",2015,10340,611,"W CORTEZ ST","N PAULINA ST ","N HERMITAGE AVE ","W CORTEZ ST and N PAULINA ST ","W CORTEZ ST and N HERMITAGE AVE "
1,"Street Resurfacing Menu","ON W CHESTNUT ST FROM N NOBLE ST (1400 W) TO N GREENVIEW AVE (1500 W)",2015,48098,612,"W CHESTNUT ST","N NOBLE ST ","N GREENVIEW AVE ","W CHESTNUT ST and N NOBLE ST ","W CHESTNUT ST and N GREENVIEW AVE "
1,"Street Resurfacing Menu","ON N PAULINA ST FROM N MILWAUKEE AVE (1320 N) TO W DIVISION ST (1200 N)",2015,74832,613,"N PAULINA ST","N MILWAUKEE AVE ","W DIVISION ST ","N PAULINA ST and N MILWAUKEE AVE ","N PAULINA ST and W DIVISION ST "
1,"Street Resurfacing Menu","ON W POTOMAC AVE FROM N WOLCOTT AVE (1900 W) TO N DAMEN AVE (2000 W)",2015,51841,614,"W POTOMAC AVE","N WOLCOTT AVE ","N DAMEN AVE ","W POTOMAC AVE and N WOLCOTT AVE ","W POTOMAC AVE and N DAMEN AVE "
1,"Street Resurfacing Menu","ON W THOMAS ST FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)",2015,47267,615,"W THOMAS ST","N WASHTENAW AVE ","N CALIFORNIA AVE ","W THOMAS ST and N WASHTENAW AVE ","W THOMAS ST and N CALIFORNIA AVE "
1,"Street Resurfacing Menu","ON W ELLEN ST FROM N HERMITAGE AVE (1720 W) TO N WOOD ST (1800 W)",2015,49465,616,"W ELLEN ST","N HERMITAGE AVE ","N WOOD ST ","W ELLEN ST and N HERMITAGE AVE ","W ELLEN ST and N WOOD ST "
1,"Street Resurfacing Menu","ON N BELL AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N)",2015,50597,617,"N BELL AVE","W HIRSCH ST ","W LE MOYNE ST ","N BELL AVE and W HIRSCH ST ","N BELL AVE and W LE MOYNE ST "
1,"Street Speed Hump Menu","ON W SCHILLER ST FROM N DAMEN AVE (2000 W) TO N WICKER PARK AVE (1900 W)",2015,3700,618,"W SCHILLER ST","N DAMEN AVE ","N WICKER PARK AVE ","W SCHILLER ST and N DAMEN AVE ","W SCHILLER ST and N WICKER PARK AVE "
1,"Street Speed Hump Menu","ON N HUMBOLDT BLVD E FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST (1900 N)",2015,3700,619,"N HUMBOLDT BLVD E","W BLOOMINGDALE AVE ","W CORTLAND ST ","N HUMBOLDT BLVD E and W BLOOMINGDALE AVE ","N HUMBOLDT BLVD E and W CORTLAND ST "
1,"Bike Lane/Marked Shared Lane Menu","ON N ROCKWELL ST FROM W DIVISION ST (1200 N) TO W LOGAN BLVD N (2600 N)",2016,50000,632,"N ROCKWELL ST","W DIVISION ST ","W LOGAN BLVD N ","N ROCKWELL ST and W DIVISION ST ","N ROCKWELL ST and W LOGAN BLVD N "
1,"Miscellaneous CDOT Projects","ON N WOOD ST FROM W AUGUSTA BLVD (1000 N) TO W HUBBARD ST (440 N)",2016,9941.09,666,"N WOOD ST","W AUGUSTA BLVD ","W HUBBARD ST ","N WOOD ST and W AUGUSTA BLVD ","N WOOD ST and W HUBBARD ST "
1,"Street Resurfacing Menu (1-5)","ON W HURON ST FROM N WILLARD CT (1226 W) TO N ELIZABETH ST (1232 W)",2016,38627.71,685,"W HURON ST","N WILLARD CT ","N ELIZABETH ST ","W HURON ST and N WILLARD CT ","W HURON ST and N ELIZABETH ST "
1,"Street Resurfacing Menu (1-5)","ON N LEAVITT ST FROM W HURON ST (700 N) TO W SUPERIOR ST (730 N)",2016,24541.35,686,"N LEAVITT ST","W HURON ST ","W SUPERIOR ST ","N LEAVITT ST and W HURON ST ","N LEAVITT ST and W SUPERIOR ST "
1,"Street Resurfacing Menu (1-5)","ON N STAVE ST FROM W FRANCIS PL (2100 N) TO N CALIFORNIA AVE (2160 N)",2016,75606.69,687,"N STAVE ST","W FRANCIS PL ","N CALIFORNIA AVE ","N STAVE ST and W FRANCIS PL ","N STAVE ST and N CALIFORNIA AVE "
1,"Street Resurfacing Menu (1-5)","ON N NOBLE ST FROM W GRAND AVE (500 N) TO W ERIE ST (630 N)",2016,58819.69,688,"N NOBLE ST","W GRAND AVE ","W ERIE ST ","N NOBLE ST and W GRAND AVE ","N NOBLE ST and W ERIE ST "
1,"Street Resurfacing Menu (1-5)","ON N OAKLEY AVE FROM W ERIE ST (640 N) TO W SUPERIOR ST (730 N)",2016,53063.39,689,"N OAKLEY AVE","W ERIE ST ","W SUPERIOR ST ","N OAKLEY AVE and W ERIE ST ","N OAKLEY AVE and W SUPERIOR ST "
1,"Street Resurfacing Menu","ON N WOLCOTT AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)",2016,40006.73,690,"N WOLCOTT AVE","W THOMAS ST ","W DIVISION ST ","N WOLCOTT AVE and W THOMAS ST ","N WOLCOTT AVE and W DIVISION ST "
1,"Street Resurfacing Menu","ON W PEARSON ST FROM N PAULINA ST (1700 W) TO N HERMITAGE AVE (1740 W)",2016,28771.49,691,"W PEARSON ST","N PAULINA ST ","N HERMITAGE AVE ","W PEARSON ST and N PAULINA ST ","W PEARSON ST and N HERMITAGE AVE "
1,"Street Resurfacing Menu","ON N HONORE ST FROM W THOMAS ST (1100 N) TO W HADDON AVE (1130 N)",2016,21504.56,692,"N HONORE ST","W THOMAS ST ","W HADDON AVE ","N HONORE ST and W THOMAS ST ","N HONORE ST and W HADDON AVE "
1,"Street Resurfacing Menu","ON N HONORE ST FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)",2016,36044.44,693,"N HONORE ST","W AUGUSTA BLVD ","W THOMAS ST ","N HONORE ST and W AUGUSTA BLVD ","N HONORE ST and W THOMAS ST "
1,"Street Resurfacing Menu","ON W MEDILL AVE FROM N MILWAUKEE AVE (2840 W) TO N SACRAMENTO AVE (3000 W)",2016,57412.82,694,"W MEDILL AVE","N MILWAUKEE AVE ","N SACRAMENTO AVE ","W MEDILL AVE and N MILWAUKEE AVE ","W MEDILL AVE and N SACRAMENTO AVE "
1,"Street Resurfacing Menu","ON N ARTESIAN AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)",2016,53375.53,696,"N ARTESIAN AVE","W LE MOYNE ST ","W NORTH AVE ","N ARTESIAN AVE and W LE MOYNE ST ","N ARTESIAN AVE and W NORTH AVE "
1,"Street Resurfacing Menu","ON W WABANSIA AVE FROM N ROCKWELL ST (2600 W) TO N TALMAN AVE (2630 W)",2016,19928.09,697,"W WABANSIA AVE","N ROCKWELL ST ","N TALMAN AVE ","W WABANSIA AVE and N ROCKWELL ST ","W WABANSIA AVE and N TALMAN AVE "
1,"Street Resurfacing Menu","ON N CLAREMONT AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N)",2016,60687.27,698,"N CLAREMONT AVE","W HIRSCH ST ","W LE MOYNE ST ","N CLAREMONT AVE and W HIRSCH ST ","N CLAREMONT AVE and W LE MOYNE ST "
1,"Street Resurfacing Menu","ON N LEAVITT ST FROM W CHICAGO AVE (800 N) TO W SUPERIOR ST (730 N)",2016,31799.88,699,"N LEAVITT ST","W CHICAGO AVE ","W SUPERIOR ST ","N LEAVITT ST and W CHICAGO AVE ","N LEAVITT ST and W SUPERIOR ST "
1,"Street Resurfacing Menu","ON W ERIE ST FROM N DAMEN AVE (2000 W) TO N WOLCOTT AVE (1900 W)",2016,37393.66,700,"W ERIE ST","N DAMEN AVE ","N WOLCOTT AVE ","W ERIE ST and N DAMEN AVE ","W ERIE ST and N WOLCOTT AVE "
1,"Street Speed Hump Menu","ON N MOZART ST FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST (1900 N)",2016,3700,701,"N MOZART ST","W BLOOMINGDALE AVE ","W CORTLAND ST ","N MOZART ST and W BLOOMINGDALE AVE ","N MOZART ST and W CORTLAND ST "
1,"Miscellaneous CDOT Projects","ON W FULLERTON AVE FROM N ROCKWELL ST (2610 W) TO N CALIFORNIA AVE (2800 W)",2017,634,726,"W FULLERTON AVE","N ROCKWELL ST ","N CALIFORNIA AVE ","W FULLERTON AVE and N ROCKWELL ST ","W FULLERTON AVE and N CALIFORNIA AVE "
1,"Street Resurfacing Menu (1-5)","ON W SUPERIOR ST FROM N LEAVITT ST (2200 W) TO N HOYNE AVE (2100 W)",2017,72193.5,728,"W SUPERIOR ST","N LEAVITT ST ","N HOYNE AVE ","W SUPERIOR ST and N LEAVITT ST ","W SUPERIOR ST and N HOYNE AVE "
1,"Street Resurfacing Menu (1-5)","ON N WOOD ST FROM W BEACH AVE (1420 N) TO W JULIAN ST (1440 N)",2017,19187.7,729,"N WOOD ST","W BEACH AVE ","W JULIAN ST ","N WOOD ST and W BEACH AVE ","N WOOD ST and W JULIAN ST "
1,"Street Resurfacing Menu (1-5)","ON W OHIO ST FROM N ELIZABETH ST (1300 W) TO N ADA ST (1340 W)",2017,36449.9,730,"W OHIO ST","N ELIZABETH ST ","N ADA ST ","W OHIO ST and N ELIZABETH ST ","W OHIO ST and N ADA ST "
1,"Street Resurfacing Menu (1-5)","ON N WASHTENAW AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N)",2017,46933.2,731,"N WASHTENAW AVE","W HIRSCH ST ","W LE MOYNE ST ","N WASHTENAW AVE and W HIRSCH ST ","N WASHTENAW AVE and W LE MOYNE ST "
1,"Street Resurfacing Menu (1-5)","ON N ARTESIAN AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)",2017,53811.5,732,"N ARTESIAN AVE","W WABANSIA AVE ","W BLOOMINGDALE AVE ","N ARTESIAN AVE and W WABANSIA AVE ","N ARTESIAN AVE and W BLOOMINGDALE AVE "
1,"Street Resurfacing Menu","ON N CLAREMONT AVE FROM W HIRSCH ST (1400 N) TO W POTOMAC AVE (1300 N)",2017,53575.2,733,"N CLAREMONT AVE","W HIRSCH ST ","W POTOMAC AVE ","N CLAREMONT AVE and W HIRSCH ST ","N CLAREMONT AVE and W POTOMAC AVE "
1,"Street Resurfacing Menu","ON N JONES ST FROM W LOGAN BLVD (2633 N) TO N WESTERN AVE (2620 N)",2017,51624.1,734,"N JONES ST","W LOGAN BLVD ","N WESTERN AVE ","N JONES ST and W LOGAN BLVD ","N JONES ST and N WESTERN AVE "
1,"Street Resurfacing Menu","ON W ERIE ST FROM N DAMEN AVE (2000 W) TO N WOLCOTT AVE (1900 W)",2017,1179.1,735,"W ERIE ST","N DAMEN AVE ","N WOLCOTT AVE ","W ERIE ST and N DAMEN AVE ","W ERIE ST and N WOLCOTT AVE "
1,"Street Resurfacing Menu","ON W CORTEZ ST FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)",2017,25443.1,736,"W CORTEZ ST","N ROCKWELL ST ","N WASHTENAW AVE ","W CORTEZ ST and N ROCKWELL ST ","W CORTEZ ST and N WASHTENAW AVE "
1,"Street Resurfacing Menu","ON W OHIO ST FROM N ARMOUR ST (1500 W) TO N ASHLAND AVE (1600 W)",2017,38142.6,737,"W OHIO ST","N ARMOUR ST ","N ASHLAND AVE ","W OHIO ST and N ARMOUR ST ","W OHIO ST and N ASHLAND AVE "
1,"Street Resurfacing Menu","ON W CRYSTAL ST FROM N DAMEN AVE (2000 W) TO N HOYNE AVE (2100 W)",2017,47744.1,738,"W CRYSTAL ST","N DAMEN AVE ","N HOYNE AVE ","W CRYSTAL ST and N DAMEN AVE ","W CRYSTAL ST and N HOYNE AVE "
1,"Street Resurfacing Menu","ON N WOLCOTT AVE FROM W CHICAGO AVE (800 N) TO W RICE ST (830 N)",2017,26338.6,739,"N WOLCOTT AVE","W CHICAGO AVE ","W RICE ST ","N WOLCOTT AVE and W CHICAGO AVE ","N WOLCOTT AVE and W RICE ST "
1,"Street Resurfacing Menu","ON W PALMER ST FROM N CALIFORNIA AVE (2800 W) TO N MOZART ST (2840 W)",2017,25183.6,740,"W PALMER ST","N CALIFORNIA AVE ","N MOZART ST ","W PALMER ST and N CALIFORNIA AVE ","W PALMER ST and N MOZART ST "
1,"Street Resurfacing Menu","ON N DRAKE AVE FROM W BLOOMINGDALE AVE (1760 N) TO W CORTLAND ST (1900 N)",2017,49102.2,741,"N DRAKE AVE","W BLOOMINGDALE AVE ","W CORTLAND ST ","N DRAKE AVE and W BLOOMINGDALE AVE ","N DRAKE AVE and W CORTLAND ST "
1,"Street Resurfacing Menu","ON N CLAREMONT AVE FROM W NORTH AVE (1600 N) TO W LE MOYNE ST (1500 N)",2017,22163.2,742,"N CLAREMONT AVE","W NORTH AVE ","W LE MOYNE ST ","N CLAREMONT AVE and W NORTH AVE ","N CLAREMONT AVE and W LE MOYNE ST "
1,"Street Speed Hump Menu","ON N CAMPBELL AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)",2017,3700,743,"N CAMPBELL AVE","W WABANSIA AVE ","W BLOOMINGDALE AVE ","N CAMPBELL AVE and W WABANSIA AVE ","N CAMPBELL AVE and W BLOOMINGDALE AVE "
1,"Street Speed Hump Menu","ON W SUPERIOR ST FROM N DAMEN AVE (2000 W) TO N WOLCOTT AVE (1900 W)",2017,3700,744,"W SUPERIOR ST","N DAMEN AVE ","N WOLCOTT AVE ","W SUPERIOR ST and N DAMEN AVE ","W SUPERIOR ST and N WOLCOTT AVE "
1,"Street Resurfacing Menu (1-5)","ON W HADDON AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)",2018,59316.04,779,"W HADDON AVE","N WASHTENAW AVE ","N CALIFORNIA AVE ","W HADDON AVE and N WASHTENAW AVE ","W HADDON AVE and N CALIFORNIA AVE "
1,"Street Resurfacing Menu (1-5)","ON N CAMPBELL AVE FROM W HIRSCH ST (1400 N) TO W NORTH AVE (1600 N)",2018,106230.91,780,"N CAMPBELL AVE","W HIRSCH ST ","W NORTH AVE ","N CAMPBELL AVE and W HIRSCH ST ","N CAMPBELL AVE and W NORTH AVE "
1,"Street Resurfacing Menu (1-5)","ON W OHIO ST FROM N RACINE AVE (1200 W) TO N ELIZABETH ST (1300 W)",2018,45900.84,781,"W OHIO ST","N RACINE AVE ","N ELIZABETH ST ","W OHIO ST and N RACINE AVE ","W OHIO ST and N ELIZABETH ST "
1,"Street Resurfacing Menu","ON N CLAREMONT AVE FROM W NORTH AVE (1600 N) TO W LE MOYNE ST (1500 N)",2018,29548.88,782,"N CLAREMONT AVE","W NORTH AVE ","W LE MOYNE ST ","N CLAREMONT AVE and W NORTH AVE ","N CLAREMONT AVE and W LE MOYNE ST "
1,"Street Resurfacing Menu","ON N NOBLE ST FROM W GRAND AVE (500 N) TO W HUBBARD ST (440 N)",2018,28110.98,783,"N NOBLE ST","W GRAND AVE ","W HUBBARD ST ","N NOBLE ST and W GRAND AVE ","N NOBLE ST and W HUBBARD ST "
1,"Street Resurfacing Menu","ON W ANCONA ST FROM 1301 W TO N NOBLE ST (1400 W)",2018,50156.41,784,"W ANCONA ST","1301 W","N NOBLE ST ","1301 W ANCONA ST","W ANCONA ST and N NOBLE ST "
1,"Street Resurfacing Menu","ON N BELL AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH ST (1400 N)",2018,40675.43,785,"N BELL AVE","W POTOMAC AVE ","W HIRSCH ST ","N BELL AVE and W POTOMAC AVE ","N BELL AVE and W HIRSCH ST "
1,"Street Speed Hump Menu","ON N WASHTENAW AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AV",2018,3700,786,"N WASHTENAW AVE","W LE MOYNE ST ","W NORTH AV","N WASHTENAW AVE and W LE MOYNE ST ","N WASHTENAW AVE and W NORTH AV"
1,"Street Speed Hump Menu","ON N TALMAN AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1",2018,3700,787,"N TALMAN AVE","W LE MOYNE ST ","W NORTH AVE (1","N TALMAN AVE and W LE MOYNE ST ","N TALMAN AVE and W NORTH AVE (1"
1,"Street Resurfacing Menu (1-5)","ON N LEAVITT ST FROM W DIVISION ST (1200 N) TO W NORTH AVE (1600 N)",2019,45939.88,835,"N LEAVITT ST","W DIVISION ST ","W NORTH AVE ","N LEAVITT ST and W DIVISION ST ","N LEAVITT ST and W NORTH AVE "
1,"Street Resurfacing Menu (1-5)","ON W POTOMAC AVE FROM N OAKLEY BLVD (2300 W) TO N LEAVITT ST (2200 W)",2019,53654.34,836,"W POTOMAC AVE","N OAKLEY BLVD ","N LEAVITT ST ","W POTOMAC AVE and N OAKLEY BLVD ","W POTOMAC AVE and N LEAVITT ST "
1,"Street Resurfacing Menu","ON N TALMAN AVE FROM W BLOOMINGDALE AVE (1800 N) TO W WABANSIA AVE (1700 N)",2019,67150.16,837,"N TALMAN AVE","W BLOOMINGDALE AVE ","W WABANSIA AVE ","N TALMAN AVE and W BLOOMINGDALE AVE ","N TALMAN AVE and W WABANSIA AVE "
1,"Street Resurfacing Menu","ON N OAKLEY AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH ST (1400 N)",2019,50416.47,838,"N OAKLEY AVE","W POTOMAC AVE ","W HIRSCH ST ","N OAKLEY AVE and W POTOMAC AVE ","N OAKLEY AVE and W HIRSCH ST "
1,"Street Resurfacing Menu","ON N HONORE ST FROM N WICKER PARK AVE (1500 N) TO N MILWAUKEE AVE (1520 N)",2019,23128.24,839,"N HONORE ST","N WICKER PARK AVE ","N MILWAUKEE AVE ","N HONORE ST and N WICKER PARK AVE ","N HONORE ST and N MILWAUKEE AVE "
1,"Street Resurfacing Menu","ON W WALTON ST FROM N WOOD ST (1800 W) TO N HERMITAGE AVE (1740 W)",2019,21103.65,840,"W WALTON ST","N WOOD ST ","N HERMITAGE AVE ","W WALTON ST and N WOOD ST ","W WALTON ST and N HERMITAGE AVE "
1,"Street Speed Hump Menu","ON N CAMPBELL AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)",2019,4700,841,"N CAMPBELL AVE","W NORTH AVE ","W WABANSIA AVE ","N CAMPBELL AVE and W NORTH AVE ","N CAMPBELL AVE and W WABANSIA AVE "
1,"Street Speed Hump Menu","ON W CHESTNUT ST FROM N GREENVIEW AVE (1500 W) TO N ASHLAND AVE (1600 W)",2019,4700,842,"W CHESTNUT ST","N GREENVIEW AVE ","N ASHLAND AVE ","W CHESTNUT ST and N GREENVIEW AVE ","W CHESTNUT ST and N ASHLAND AVE "
1,"Street Speed Hump Menu","ON W ERIE ST FROM N WOLCOTT AVE (1900 W) TO N DAMEN AVE (2000 W)",2019,4700,843,"W ERIE ST","N WOLCOTT AVE ","N DAMEN AVE ","W ERIE ST and N WOLCOTT AVE ","W ERIE ST and N DAMEN AVE "
1,"Street Speed Hump Menu","ON W CRYSTAL ST FROM N HERMITAGE AVE (1730 W) TO N WOOD ST (1800 W)",2019,2350,844,"W CRYSTAL ST","N HERMITAGE AVE ","N WOOD ST ","W CRYSTAL ST and N HERMITAGE AVE ","W CRYSTAL ST and N WOOD ST "
1,"Street Resurfacing Menu (1-5)","ON W HURON ST FROM N PAULINA ST (1700 W) TO N WOOD ST (1800 W)",2020,71245.84,860,"W HURON ST","N PAULINA ST ","N WOOD ST ","W HURON ST and N PAULINA ST ","W HURON ST and N WOOD ST "
1,"Street Resurfacing Menu (1-5)","ON N LEAVITT ST FROM W DIVISION ST (1200 N) TO W NORTH AVE (1600 N)",2020,71680.94,861,"N LEAVITT ST","W DIVISION ST ","W NORTH AVE ","N LEAVITT ST and W DIVISION ST ","N LEAVITT ST and W NORTH AVE "
1,"Street Resurfacing Menu","ON W OHIO ST FROM N BISHOP ST (1440 W) TO N ARMOUR ST (1500 W)",2020,52698.64,862,"W OHIO ST","N BISHOP ST ","N ARMOUR ST ","W OHIO ST and N BISHOP ST ","W OHIO ST and N ARMOUR ST "
1,"Street Resurfacing Menu","ON W HURON ST FROM N ASHLAND AVE (1600 W) TO N PAULINA ST (1700 W)",2020,62814.62,863,"W HURON ST","N ASHLAND AVE ","N PAULINA ST ","W HURON ST and N ASHLAND AVE ","W HURON ST and N PAULINA ST "
1,"Street Resurfacing Menu","ON W LE MOYNE DR FROM N CLAREMONT AVE (2330 W) TO N WESTERN AVE (2400 W)",2020,23348.57,864,"W LE MOYNE DR","N CLAREMONT AVE ","N WESTERN AVE ","W LE MOYNE DR and N CLAREMONT AVE ","W LE MOYNE DR and N WESTERN AVE "
1,"Street Resurfacing Menu","ON W CORTLAND ST FROM N KEDZIE AVE (3200 W) TO N SAWYER AVE (3232 W)",2020,34112.22,865,"W CORTLAND ST","N KEDZIE AVE ","N SAWYER AVE ","W CORTLAND ST and N KEDZIE AVE ","W CORTLAND ST and N SAWYER AVE "
1,"Street Resurfacing Menu","ON W DICKENS AVE FROM N CALIFORNIA AVE (2800 W) TO N MOZART ST (2840 W)",2020,29875.62,866,"W DICKENS AVE","N CALIFORNIA AVE ","N MOZART ST ","W DICKENS AVE and N CALIFORNIA AVE ","W DICKENS AVE and N MOZART ST "
1,"Street Resurfacing Menu","ON W LYNDALE ST FROM N TALMAN AVE (2630 W) TO N WASHTENAW AVE (2700 W)",2020,36419.01,867,"W LYNDALE ST","N TALMAN AVE ","N WASHTENAW AVE ","W LYNDALE ST and N TALMAN AVE ","W LYNDALE ST and N WASHTENAW AVE "
1,"Street Resurfacing Menu","ON N FAIRFIELD AVE FROM 2416 N TO W ALTGELD ST (2500 N)",2020,55178.5,868,"N FAIRFIELD AVE","2416 N","W ALTGELD ST ","2416 N FAIRFIELD AVE","N FAIRFIELD AVE and W ALTGELD ST "
1,"Street Resurfacing Menu","ON W CHESTNUT ST FROM N NOBLE ST (1400 W) TO N GREENVIEW AVE (1500 W)",2020,25036.19,869,"W CHESTNUT ST","N NOBLE ST ","N GREENVIEW AVE ","W CHESTNUT ST and N NOBLE ST ","W CHESTNUT ST and N GREENVIEW AVE "
1,"Street Resurfacing Menu","ON W MONTANA ST FROM N OAKLEY AVE (2300 W) TO N WESTERN AVE (2400 W)",2020,58471.32,870,"W MONTANA ST","N OAKLEY AVE ","N WESTERN AVE ","W MONTANA ST and N OAKLEY AVE ","W MONTANA ST and N WESTERN AVE "
1,"Street Resurfacing Menu","ON N ADA ST FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)",2020,51349.92,871,"N ADA ST","W HURON ST ","W CHICAGO AVE ","N ADA ST and W HURON ST ","N ADA ST and W CHICAGO AVE "
1,"Street Resurfacing Menu","ON W ERIE ST FROM N WOOD ST (1800 W) TO N WOLCOTT AVE (1900 W)",2020,88535.52,872,"W ERIE ST","N WOOD ST ","N WOLCOTT AVE ","W ERIE ST and N WOOD ST ","W ERIE ST and N WOLCOTT AVE "
1,"Street Resurfacing Menu","ON W MOFFAT ST FROM N CAMPBELL AVE (2500 W) TO N ROCKWELL ST (2600 W)",2020,51920.37,873,"W MOFFAT ST","N CAMPBELL AVE ","N ROCKWELL ST ","W MOFFAT ST and N CAMPBELL AVE ","W MOFFAT ST and N ROCKWELL ST "
1,"Street Resurfacing Menu","ON N HOYNE AVE FROM W PIERCE AVE (1540 N) TO W NORTH AVE (1600 N)",2020,32783.8,874,"N HOYNE AVE","W PIERCE AVE ","W NORTH AVE ","N HOYNE AVE and W PIERCE AVE ","N HOYNE AVE and W NORTH AVE "
1,"Street Resurfacing Menu","ON W EVERGREEN AVE FROM N MILWAUKEE AVE (1800 W) TO W SCHILLER ST (1900 W)",2020,30845.99,875,"W EVERGREEN AVE","N MILWAUKEE AVE ","W SCHILLER ST ","W EVERGREEN AVE and N MILWAUKEE AVE ","W EVERGREEN AVE and W SCHILLER ST "
1,"Street Resurfacing Menu","ON W BLOOMINGDALE AVE FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3600 W)",2020,55973.36,876,"W BLOOMINGDALE AVE","N ST LOUIS AVE ","N CENTRAL PARK AVE ","W BLOOMINGDALE AVE and N ST LOUIS AVE ","W BLOOMINGDALE AVE and N CENTRAL PARK AVE "
1,"Street Resurfacing Menu","ON N WASHTENAW AVE FROM W BELDEN AVE (2300 N) TO N MILWAUKEE AVE (2260 N)",2020,45356.94,877,"N WASHTENAW AVE","W BELDEN AVE ","N MILWAUKEE AVE ","N WASHTENAW AVE and W BELDEN AVE ","N WASHTENAW AVE and N MILWAUKEE AVE "
1,"Bike Lane/Marked Shared Lane Menu","ON W ERIE ST FROM N NOBLE ST (1400 W) TO N DAMEN AVE (2000 W)",2021,45000,880,"W ERIE ST","N NOBLE ST ","N DAMEN AVE ","W ERIE ST and N NOBLE ST ","W ERIE ST and N DAMEN AVE "
1,"Bike Lane/Marked Shared Lane Menu","ON W LYNDALE ST FROM N WESTERN AVE (2400 W) TO N ROCKWELL ST (2600 W)",2021,30000,881,"W LYNDALE ST","N WESTERN AVE ","N ROCKWELL ST ","W LYNDALE ST and N WESTERN AVE ","W LYNDALE ST and N ROCKWELL ST "
1,"Curb & Gutter Menu","ON N MOORMAN ST FROM N HERMITAGE AVE (1270 N) TO N PAULINA ST (1300 N)",2021,12019.95,888,"N MOORMAN ST","N HERMITAGE AVE ","N PAULINA ST ","N MOORMAN ST and N HERMITAGE AVE ","N MOORMAN ST and N PAULINA ST "
1,"Curb & Gutter Menu","ON W LYNDALE ST FROM N WESTERN AVE (2400 W) TO N ROCKWELL ST (2600 W)",2021,16021.1,889,"W LYNDALE ST","N WESTERN AVE ","N ROCKWELL ST ","W LYNDALE ST and N WESTERN AVE ","W LYNDALE ST and N ROCKWELL ST "
1,"Street Resurfacing Menu","ON N OAKLEY AVE FROM W THOMAS ST (1100 N) TO W HADDON AVE (1130 N)",2021,36741.96,904,"N OAKLEY AVE","W THOMAS ST ","W HADDON AVE ","N OAKLEY AVE and W THOMAS ST ","N OAKLEY AVE and W HADDON AVE "
1,"Street Resurfacing Menu","ON N WOOD ST FROM 1320 N TO N MILWAUKEE AVE (1400 N)",2021,12382.97,905,"N WOOD ST","1320 N","N MILWAUKEE AVE ","1320 N WOOD ST","N WOOD ST and N MILWAUKEE AVE "
1,"Street Resurfacing Menu","ON N WOOD ST FROM N ELK GROVE AVE (1500 N) TO W JULIAN ST (1440 N)",2021,7669.7,906,"N WOOD ST","N ELK GROVE AVE ","W JULIAN ST ","N WOOD ST and N ELK GROVE AVE ","N WOOD ST and W JULIAN ST "
1,"Street Resurfacing Menu","ON W LYNDALE ST FROM N WESTERN AVE (2400 W) TO N ROCKWELL ST (2600 W)",2021,124604.42,907,"W LYNDALE ST","N WESTERN AVE ","N ROCKWELL ST ","W LYNDALE ST and N WESTERN AVE ","W LYNDALE ST and N ROCKWELL ST "
1,"Street Speed Hump Menu","ON W BELDEN AVE FROM N TALMAN AVE (2630 W) TO N WASHTENAW AVE (2700 W)",2021,2350,908,"W BELDEN AVE","N TALMAN AVE ","N WASHTENAW AVE ","W BELDEN AVE and N TALMAN AVE ","W BELDEN AVE and N WASHTENAW AVE "
1,"Bike Lane/Marked Shared Lane Menu","ON N WOOD ST FROM W GRAND AVE (500 N) TO W ELLEN ST (1300 N)",2022,3e+05,913,"N WOOD ST","W GRAND AVE ","W ELLEN ST ","N WOOD ST and W GRAND AVE ","N WOOD ST and W ELLEN ST "
